// dataSetFormat = MatrixDataSetFormat
// 2d projection of dendritic cells observed by confocal microscopy
//
//
// 
1	2	131	1	0.62353
2	2	132	1	0.62353
3	2	133	1	0.73725
4	2	134	1	0.90196
5	2	135	1	0.9451
6	2	136	1	1
7	2	137	1	1
8	2	138	1	1
9	2	139	1	1
10	2	140	1	1
11	2	141	1	1
12	2	142	1	0.80784
13	2	143	1	0.80784
14	2	144	1	0.6902
15	2	214	1	0.4
16	2	215	1	0.42745
17	2	216	1	0.52941
18	2	217	1	0.56863
19	2	218	1	0.4549
20	2	219	1	0.36078
21	2	220	1	0.55686
22	2	221	1	0.5451
23	2	222	1	0.48627
24	2	223	1	0.4549
25	2	224	1	0.52549
26	2	225	1	0.44706
27	2	226	1	0.43529
28	2	293	1	0.38824
29	2	294	1	0.68627
30	2	295	1	0.8
31	2	296	1	0.72157
32	3	130	1	0.5098
33	3	131	1	0.8
34	3	132	1	0.6
35	3	133	1	0.73725
36	3	134	1	0.87843
37	3	135	1	0.92941
38	3	136	1	0.98431
39	3	137	1	1
40	3	138	1	1
41	3	139	1	0.97647
42	3	140	1	0.81569
43	3	141	1	0.67843
44	3	142	1	0.63137
45	3	143	1	0.60392
46	3	144	1	0.66667
47	3	145	1	0.50588
48	3	212	1	0.27059
49	3	213	1	0.21961
50	3	214	1	0.30196
51	3	215	1	0.40392
52	3	216	1	0.48627
53	3	217	1	0.39216
54	3	218	1	0.38039
55	3	219	1	0.45882
56	3	220	1	0.5098
57	3	221	1	0.51373
58	3	222	1	0.56471
59	3	223	1	0.53725
60	3	224	1	0.44706
61	3	225	1	0.45882
62	3	226	1	0.40392
63	3	227	1	0.33725
64	3	293	1	0.36471
65	3	294	1	0.65882
66	3	295	1	0.64706
67	3	296	1	0.72941
68	3	297	1	0.39216
69	4	129	1	0.35294
70	4	130	1	0.34118
71	4	131	1	0.51765
72	4	132	1	0.64314
73	4	133	1	0.80784
74	4	134	1	0.89412
75	4	135	1	0.74118
76	4	136	1	0.88627
77	4	137	1	0.93333
78	4	138	1	0.8902
79	4	139	1	0.81569
80	4	140	1	0.63529
81	4	141	1	0.63922
82	4	142	1	0.7098
83	4	143	1	0.54902
84	4	144	1	0.56471
85	4	145	1	0.53725
86	4	214	1	0.32549
87	4	215	1	0.3451
88	4	216	1	0.39608
89	4	217	1	0.41176
90	4	218	1	0.29804
91	4	219	1	0.31373
92	4	220	1	0.44314
93	4	221	1	0.5098
94	4	222	1	0.61961
95	4	223	1	0.53333
96	4	224	1	0.44314
97	4	225	1	0.47451
98	4	226	1	0.38431
99	4	227	1	0.37647
100	4	294	1	0.36863
101	4	295	1	0.49804
102	4	296	1	0.53725
103	4	297	1	0.59216
104	5	128	1	0.11765
105	5	129	1	0.36471
106	5	130	1	0.4549
107	5	131	1	0.44706
108	5	132	1	0.45098
109	5	133	1	0.5451
110	5	134	1	0.58824
111	5	135	1	0.6902
112	5	136	1	0.76078
113	5	137	1	0.79216
114	5	138	1	0.83137
115	5	139	1	0.71765
116	5	140	1	0.7098
117	5	141	1	0.74902
118	5	142	1	0.72157
119	5	143	1	0.58824
120	5	144	1	0.65098
121	5	145	1	0.48235
122	5	214	1	0.31373
123	5	215	1	0.3451
124	5	216	1	0.26275
125	5	217	1	0.38431
126	5	218	1	0.54118
127	5	219	1	0.52157
128	5	220	1	0.57647
129	5	221	1	0.6
130	5	222	1	0.68235
131	5	223	1	0.5451
132	5	224	1	0.51765
133	5	225	1	0.50196
134	5	226	1	0.46275
135	5	227	1	0.36863
136	5	295	1	0.43529
137	5	296	1	0.61961
138	5	297	1	0.4902
139	6	127	1	0.48235
140	6	128	1	0.7098
141	6	129	1	0.81176
142	6	130	1	0.84314
143	6	131	1	0.78824
144	6	132	1	0.67059
145	6	133	1	0.66667
146	6	134	1	0.83922
147	6	135	1	0.83529
148	6	136	1	0.81176
149	6	137	1	0.75686
150	6	138	1	0.72549
151	6	139	1	0.58039
152	6	140	1	0.76863
153	6	141	1	0.84706
154	6	142	1	0.65882
155	6	143	1	0.62745
156	6	144	1	0.59608
157	6	214	1	0.36863
158	6	215	1	0.47059
159	6	216	1	0.41961
160	6	217	1	0.52157
161	6	218	1	0.70196
162	6	219	1	0.70588
163	6	220	1	0.69804
164	6	221	1	0.69804
165	6	222	1	0.87059
166	6	223	1	0.60392
167	6	224	1	0.5098
168	6	225	1	0.48627
169	6	226	1	0.52941
170	6	227	1	0.33725
171	6	295	1	0.38039
172	6	296	1	0.68235
173	6	297	1	0.63922
174	6	298	1	0.32549
175	7	126	1	0.66667
176	7	127	1	0.90588
177	7	128	1	0.81961
178	7	129	1	0.77255
179	7	130	1	0.96863
180	7	131	1	1
181	7	132	1	1
182	7	133	1	1
183	7	134	1	1
184	7	135	1	0.94118
185	7	136	1	0.76863
186	7	137	1	0.87451
187	7	138	1	0.70196
188	7	139	1	0.52157
189	7	140	1	0.60392
190	7	141	1	0.52941
191	7	142	1	0.40784
192	7	143	1	0.44314
193	7	214	1	0.49412
194	7	215	1	0.63529
195	7	216	1	0.63922
196	7	217	1	0.75294
197	7	218	1	0.61176
198	7	219	1	0.79216
199	7	220	1	0.93725
200	7	221	1	0.96078
201	7	222	1	0.94118
202	7	223	1	0.72549
203	7	224	1	0.55294
204	7	225	1	0.43137
205	7	226	1	0.55294
206	7	227	1	0.39608
207	7	296	1	0.40784
208	7	297	1	0.35294
209	7	298	1	0.30196
210	8	125	1	0.40784
211	8	126	1	0.76471
212	8	127	1	0.72157
213	8	128	1	0.80784
214	8	129	1	0.96078
215	8	130	1	1
216	8	131	1	1
217	8	132	1	1
218	8	133	1	0.98431
219	8	134	1	0.98039
220	8	135	1	1
221	8	136	1	0.96078
222	8	137	1	0.99216
223	8	138	1	0.78824
224	8	139	1	0.64314
225	8	140	1	0.62353
226	8	141	1	0.35294
227	8	142	1	0.16471
228	8	214	1	0.71373
229	8	215	1	0.56471
230	8	216	1	0.56863
231	8	217	1	0.75294
232	8	218	1	0.9098
233	8	219	1	0.83137
234	8	220	1	0.90588
235	8	221	1	0.90196
236	8	222	1	0.8549
237	8	223	1	0.87059
238	8	224	1	0.76078
239	8	225	1	0.53725
240	8	226	1	0.48627
241	8	227	1	0.33333
242	8	296	1	0.44706
243	8	297	1	0.39608
244	8	298	1	0.40784
245	9	123	1	0.40784
246	9	124	1	0.36471
247	9	125	1	0.61176
248	9	126	1	0.86275
249	9	127	1	0.87843
250	9	128	1	0.96863
251	9	129	1	1
252	9	130	1	1
253	9	131	1	1
254	9	132	1	1
255	9	133	1	1
256	9	134	1	1
257	9	135	1	1
258	9	136	1	1
259	9	137	1	1
260	9	138	1	0.97255
261	9	139	1	0.70588
262	9	140	1	0.75294
263	9	141	1	0.3451
264	9	214	1	0.48627
265	9	215	1	0.58824
266	9	216	1	0.45098
267	9	217	1	0.65098
268	9	218	1	0.98039
269	9	219	1	0.87451
270	9	220	1	0.86275
271	9	221	1	0.91765
272	9	222	1	0.77255
273	9	223	1	0.87451
274	9	224	1	0.78431
275	9	225	1	0.58039
276	9	226	1	0.44314
277	9	227	1	0.43137
278	9	296	1	0.40392
279	9	297	1	0.36471
280	9	298	1	0.34118
281	10	123	1	0.55294
282	10	124	1	0.59608
283	10	125	1	0.7098
284	10	126	1	0.81961
285	10	127	1	0.96078
286	10	128	1	0.99608
287	10	129	1	1
288	10	130	1	0.98824
289	10	131	1	0.99608
290	10	132	1	1
291	10	133	1	0.98431
292	10	134	1	0.96471
293	10	135	1	0.99216
294	10	136	1	0.98824
295	10	137	1	0.94902
296	10	138	1	0.83922
297	10	139	1	0.71765
298	10	140	1	0.80784
299	10	141	1	0.44314
300	10	142	1	0.31765
301	10	215	1	0.60392
302	10	216	1	0.48235
303	10	217	1	0.60784
304	10	218	1	0.9098
305	10	219	1	0.95686
306	10	220	1	0.7451
307	10	221	1	0.76078
308	10	222	1	0.88627
309	10	223	1	0.88627
310	10	224	1	0.6902
311	10	225	1	0.54118
312	10	226	1	0.40392
313	10	227	1	0.4549
314	10	228	1	0.3451
315	10	296	1	0.32549
316	10	297	1	0.37255
317	10	298	1	0.40784
318	11	123	1	0.2
319	11	124	1	0.46275
320	11	125	1	0.81961
321	11	126	1	0.91373
322	11	127	1	0.98431
323	11	128	1	0.97255
324	11	129	1	1
325	11	130	1	1
326	11	131	1	1
327	11	132	1	1
328	11	133	1	0.94118
329	11	134	1	0.94902
330	11	135	1	0.8902
331	11	136	1	0.87451
332	11	137	1	0.88627
333	11	138	1	0.92549
334	11	139	1	0.95294
335	11	140	1	0.94902
336	11	141	1	0.61569
337	11	142	1	0.3098
338	11	143	1	0.37255
339	11	215	1	0.41569
340	11	216	1	0.48627
341	11	217	1	0.55686
342	11	218	1	0.6549
343	11	219	1	0.74118
344	11	220	1	0.78039
345	11	221	1	0.86275
346	11	222	1	0.84706
347	11	223	1	0.86275
348	11	224	1	0.63922
349	11	225	1	0.38431
350	11	226	1	0.3098
351	11	227	1	0.48627
352	11	228	1	0.4
353	11	296	1	0.38431
354	11	297	1	0.47451
355	11	298	1	0.49412
356	11	299	1	0.38039
357	11	300	1	0.29804
358	12	124	1	0.47451
359	12	125	1	0.81176
360	12	126	1	0.8902
361	12	127	1	0.96471
362	12	128	1	0.9098
363	12	129	1	0.90588
364	12	130	1	0.99216
365	12	131	1	0.99608
366	12	132	1	0.94902
367	12	133	1	0.98431
368	12	134	1	1
369	12	135	1	0.88627
370	12	136	1	0.94902
371	12	137	1	0.98431
372	12	138	1	0.78431
373	12	139	1	0.97647
374	12	140	1	1
375	12	141	1	0.74902
376	12	142	1	0.34902
377	12	143	1	0.30588
378	12	216	1	0.51373
379	12	217	1	0.48235
380	12	218	1	0.49412
381	12	219	1	0.72157
382	12	220	1	0.77255
383	12	221	1	0.97255
384	12	222	1	0.91765
385	12	223	1	0.82745
386	12	224	1	0.7451
387	12	225	1	0.43137
388	12	226	1	0.33725
389	12	227	1	0.38824
390	12	228	1	0.34902
391	12	295	1	0.43137
392	12	296	1	0.68235
393	12	297	1	0.63137
394	12	298	1	0.59216
395	12	299	1	0.44706
396	12	300	1	0.37647
397	12	301	1	0.37255
398	13	124	1	0.63922
399	13	125	1	0.86667
400	13	126	1	0.7098
401	13	127	1	0.89804
402	13	128	1	0.91373
403	13	129	1	0.85882
404	13	130	1	0.94902
405	13	131	1	0.97647
406	13	132	1	0.89804
407	13	133	1	0.95686
408	13	134	1	0.92157
409	13	135	1	0.96471
410	13	136	1	0.99608
411	13	137	1	0.83922
412	13	138	1	0.77255
413	13	139	1	0.80392
414	13	140	1	1
415	13	141	1	0.81569
416	13	142	1	0.43529
417	13	216	1	0.3451
418	13	217	1	0.6
419	13	218	1	0.46667
420	13	219	1	0.7098
421	13	220	1	0.85098
422	13	221	1	0.87451
423	13	222	1	0.88627
424	13	223	1	0.75294
425	13	224	1	0.63137
426	13	225	1	0.60392
427	13	226	1	0.49412
428	13	227	1	0.42353
429	13	294	1	0.59608
430	13	295	1	0.85098
431	13	296	1	0.75294
432	13	297	1	0.90196
433	13	298	1	0.67451
434	13	299	1	0.44706
435	13	300	1	0.32549
436	14	123	1	0.16471
437	14	124	1	0.36863
438	14	125	1	0.82353
439	14	126	1	0.85882
440	14	127	1	0.83922
